Date,Adj Close,Return
2000-03-01 00:00:00+00:00,23718.654296875,-0.14285751593261664
2000-04-01 00:00:00+00:00,19436.125,-0.18055532338692737
2000-05-01 00:00:00+00:00,25365.791015625,0.305084784936555
2000-06-01 00:00:00+00:00,24048.0859375,-0.05194811694669055
2000-07-01 00:00:00+00:00,18316.072265625,-0.23835633683164104
2000-08-01 00:00:00+00:00,16075.98046875,-0.12230197415627864
2000-09-01 00:00:00+00:00,16701.888671875,0.038934371955831715
2000-10-01 00:00:00+00:00,15977.1484375,-0.043392711364159675
2000-11-01 00:00:00+00:00,16075.98046875,0.00618583670525541
2000-12-01 00:00:00+00:00,16668.94140625,0.036884900342635696
2001-01-01 00:00:00+00:00,17459.568359375,0.04743114357751321
2001-02-01 00:00:00+00:00,14000.599609375,-0.19811307351952323
2001-03-01 00:00:00+00:00,12056.9833984375,-0.13882378363538284
2001-04-01 00:00:00+00:00,14922.9873046875,0.23770488948516033
2001-05-01 00:00:00+00:00,14461.791015625,-0.03090509156418253
2001-06-01 00:00:00+00:00,12617.0087890625,-0.1275625007005935
2001-07-01 00:00:00+00:00,13671.173828125,0.08355110602572768
2001-08-01 00:00:00+00:00,14824.1591796875,0.08433696813879465
2001-09-01 00:00:00+00:00,13769.9970703125,-0.07111108944508937
2001-10-01 00:00:00+00:00,16174.8056640625,0.17464118412448038
2001-11-01 00:00:00+00:00,17393.685546875,0.07535669411599977
2001-12-01 00:00:00+00:00,17657.220703125,0.01515119699846168
2002-01-01 00:00:00+00:00,17261.916015625,-0.022387707224503228
2002-02-01 00:00:00+00:00,17130.142578125,-0.007633766574968948
2002-03-01 00:00:00+00:00,19106.693359375,0.11538437419511216
2002-04-01 00:00:00+00:00,16570.12109375,-0.1327583071500119
2002-05-01 00:00:00+00:00,17821.93359375,0.07554637005472253
2002-06-01 00:00:00+00:00,17756.05078125,-0.0036967264047659265
2002-07-01 00:00:00+00:00,15219.47265625,-0.14285711142922453
2002-08-01 00:00:00+00:00,15581.84375,0.023809701028056907
2002-09-01 00:00:00+00:00,15614.78125,0.0021138384217207484
2002-10-01 00:00:00+00:00,14824.1591796875,-0.050632926433887726
2002-11-01 00:00:00+00:00,16372.462890625,0.10444462260355603
2002-12-01 00:00:00+00:00,15087.703125,-0.07847076974354683
2003-01-01 00:00:00+00:00,11793.4404296875,-0.21834090106491943
2003-02-01 00:00:00+00:00,10871.0498046875,-0.0782121748525626
2003-03-01 00:00:00+00:00,10080.427734375,-0.0727272972267674
2003-04-01 00:00:00+00:00,11134.5927734375,0.10457542743625048
2003-05-01 00:00:00+00:00,12518.1826171875,0.12426048010041901
2003-06-01 00:00:00+00:00,13440.57421875,0.07368414647474886
2003-07-01 00:00:00+00:00,13506.4580078125,0.004901858208601784
2003-08-01 00:00:00+00:00,13242.9169921875,-0.01951222263250374
2003-09-01 00:00:00+00:00,12122.8681640625,-0.08457719917641704
2003-10-01 00:00:00+00:00,13769.9970703125,0.13586957178440762
